Me: 	EMILY?!
    Emily:	Letting you off the hook so easily?
    Me: 	I really didn't mean anything by it, Emily...
    Me: 	I was just confused.
    Emily:	You sure are confused a lot...
    Me: 	Maybe I got hit in the head too many times playing sports.
    Emily:	*Giggle* That would explain it...
    Narr:	You and Emily walk quietly the rest of the way.
    Narr:	However, by the time you arrive at the campground...
    Narr:	She seems more cheerful.
    Me: 	(Is she faking it, or did she forgive me?)
    Narr:	Emily walks ahead of you, toward the girls' cabins.
    Narr:	Emily waits for you at the door.
    Emily:	Let's get to it, Dennis.
    Narr:	She leads the way outside.
    Narr:	Out on the path, you begin to chat.
    Me: 	How'd you sleep?
    Emily:	Good. You?
    Me: 	I actually feel really well-rested.
    Emily:	Maybe because you feel like...
    Emily:	You're getting close to solving the mystery?
    Me: 	Maybe...
    Me: 	But, I was wondering...
    Me: 	Can you give me any more hints?
        Emily:	Maybe I can. What's on your mind?
                Emily:	I did... So close they sleep under the same roof as you.
                Emily:	Finally asking the right questions! No, they're not.
    Emily:	Bingo!
    Narr:	Emily claps for your successful deduction.
    Me: 	Hey... Don't patronize me!
    Me: 	I just wanted to be certain...
    Emily:	For the sake of your ego, I'll believe you.
    Narr:	Soon, both of you arrive at the girls' campground.
    Narr:	Emily walks ahead of you, toward the cabins.
    Emily:	*Sigh* I feel sorry for you...
    Me: 	Huh?
    Emily:	You really are a little dumb.
    Emily:	Hellooooo. Anyone home?
    Me: 	What the hell?!
    Me: 	Cut it out!
    Emily:	You're clearly stressed out by having to think this hard.
    Me: 	Keep talking like that and--
    Emily:	I was about to say...
    Emily:	I'll tell you who it is.
    Emily:	It's Kiara, silly!
    Me: 	So it was Kiara...
    Me: 	I had my suspicions.
    Me: 	I just wanted to hear some kind of confirmation.
    Emily:	And, now you have.
    Emily:	Hey, Dennis.
    Me: 	What?
    Emily:	Maybe I can teach you some of my detective skills sometime.
    Me: 	Why not.
    Me: 	(She is the original Queen of Gossip at Red Falls, after all...)
    Me: 	(I could learn something from her.)
    Narr:	Soon, both of you arrive at the girls' campground.
    Narr:	Emily walks ahead of you, toward the cabins.
Narr:	Excitedly, she takes a deep breath...
Emily:	*Deep inhale*
Narr:	...readying her vocal cords for the coming announcement.
Emily:	GOOOOOOOOD MOOOOOORNING CHICAAAAS!!!
Emily:	WAKEY WAAAAKEY!!
Narr:	Soon, the girls begin emerging from their cabins.
Naomi:	What the hell?!
Naomi:	Why do you have to screech at us so early in the morning?
Violet:	Good morning.
Belle:	Heeeeey. Moooorning.
Stacy:	Good morning, ashen prince.
Emily:	(What did she just call him?)
Me: 	Good morning, girls.
Emily:	Great, you're all here!
Emily:	Eve told us to come get you guys,
Emily:	and bring you back to the Community Area.
Narr:	Displeased that the day is already starting, Naomi rolls her eyes.
Naomi:	What now?
Naomi:	More teambuilding?
Emily:	Nope! You all have to fill in some kind of questionnaire.
Emily:	No clue what it is, though. Follow me!
Narr:	Emily leads the girls away from the campground.
Narr:	You follow at the tail end of the group.
Narr:	While you all walk down the path...
Narr:	...Belle turns back and winks at you.
Belle:	Hey good lookin'.
Belle:	You had a good night?
Me: 	Huh? (Is she psychic, too?)
Belle:	You seem more energetic today.
Me: 	Oh, yeah.
Me: 	I slept well.
Belle:	Bet you'd sleep even better with me in your bed.
Me: 	(Straight to the point, huh?)
Belle:	On second thought...
Belle:	I'd probably keep you up all night.
Me: 	(Of course she takes it even further...)
Me: 	*Chuckle* Riiight.
Naomi:	You'd probably get a disease, too.
Narr:	You withhold your laughter hearing that insult...
Narr:	Belle glares at Naomi with an annoyed expression...
Narr:	...who glares back at her.
Me: 	Girls, please.
Me: 	Let's lighten up...
Emily:	Okay! We're almost there!
Narr:	Soon, you all arrive at the Community Area deck.
Narr:	Eve is there, awaiting the patients' arrival.
Eve:	Hello, ladies.
Eve:	I hope you all slept well.
Eve:	In a moment, you'll all go through pre-evaluation.
Eve:	It's a simple questionnaire to calibrate your therapies.
Eve:	We aim to make the experience more personal...
Eve:	...and, in turn, more effective.
Eve:	So!
Eve:	Let's not waste any time.
Eve:	Belle. Stacy. Come with me.
Eve:	Dennis, Emily. You two keep these ladies company.
Me: 	Shouldn't be too hard.
Narr:	As Stacy and Belle follow Eve into the house...
Narr:	...you turn your gaze to the remaining girls.
Me: 	So, looks like we have some time to chat.
Violet:	Guess so...
Naomi:	You really lucked out, didn't you?
Emily:	Uhh... So...
Narr:	Emily turns to Naomi, inspecting her outfit.
Emily:	I like your outfit, Naomi.
Naomi:	Thanks! But, I'm sorry to burst your bubble...
Naomi:	It's probably out of your budget.
Emily:	Oh, really?
Naomi:	Yeah. It's all designer.
Me: 	So, how much do you think your outfit costs in total?
Naomi:	Oh, I don't know...
Naomi:	*Laugh* I never look at price tags.
Me: 	You really are privileged...
Narr:	Emily's eyes grow wide. 
Narr:	Through her dazzled astonishment, she asks Naomi a question.
Emily:	Are you... an heiress?
Naomi:	Hmm, I suppose I am.
Narr:	Violet seems slightly annoyed by the conversation...
Violet:	Can we talk about less... materialistic things, please?
Naomi:	Do you have something better on your mind?
Violet:	Not really...
Violet:	Maybe Dennis can suggest something.
    Naomi:	Well, what do you want to talk about?
        Me: 	How is it being at camp now that a few days have passed?
            Naomi:	How is it? Hot, dusty, and there are SO MANY mosquitos...
                    Naomi:	Worse? How could it possibly be worse?
                        Me: 	You could have been forced to wear beige jumpsuits...
                            Naomi:	*Gasp* You'd never!
                                    Naomi:	She really is boooooring.
                                    Naomi:	I think you're joking.
                        Me: 	Well, we're lucky to even have a lake at the campground.
                            Naomi:	Yeah, without that we'd be living in squalor.
                                    Naomi:	Hrmph. I guess you're right. It's not THAT bad.
                                        Me: 	Camping can be really fulfilling. Go to the lake one night, you'll see.
                                        Me: 	Huh. It looks like you're already learning Eve's lesson.
                                Me: 	Sorry the amenities aren't up to your standards, princess...
                Me: 	I'm more worried about Hector than mosquitos.
                    Naomi:	You're still thinking about Hector? I made that story up.
                        Me: 	*Chuckle* You did? Sorry, but I don't believe you.
                            Naomi:	What, a girl can't write horror?
                            Naomi:	Thanks. I was inspired while writing it.
                                Me: 	You know, you might have a future in writing, Naomi.
                                Me: 	(That'll settle my worries about Hector roaming around.)
        Me: 	Violet, what do you like to wear when you go out?
            Violet:	What do I wear? Well...
                    Violet:	I'd rather not talk about my personal life...
                        Me: 	You're right. We shouldn't have been so persistent.
                        Me: 	Oh, come on. Everybody else is open to sharing...
                    Violet:	If you promise... I like to wear elegant black dresses.
                            Violet:	*Chuckle* No, no. No shoulder-pads, either.
                                    Violet:	It's something else... Silkier, and form-fitting.
                                        Me: 	Oh, wow... That sounds really elegant, actually.
                                        Me: 	Well... I think that settles it. The opposite of what I thought.
                                Me: 	*Chuckle* Right, so no frills. Looks like we got our answer.
                            Violet:	Yeah, something more along those lines. Black, form-fitting.
                                Me: 	Wow, that actually does sound pretty... elegant.
Naomi:	You're too sweet, Dennis.
Naomi:	(Does he really like my story?)
Naomi:	(...)
Me: 	I mean it. Just keep at it.
Narr:	Naomi smiles at you with genuine kindness.
Narr:	It's the first time you've seen that from her since she got to camp.
Me: 	(I guess she does care about something.)
Me: 	(Who knew it'd be creative writing...)
Me: 	So, Naomi... You have any other story ideas?
Naomi:	Well... Red Falls has given me some ideas.
Narr:	Shortly after Naomi responds...
Narr:	Naomi doesn't look pleased hearing your pointed remarks.
Naomi:	You're really making a habit out of being a douche...
Naomi:	Aren't you?
Me: 	I'm only following your lead.
Naomi:	Hrmph.
Narr:	Naomi gets quiet, visibly annoyed by your behavior.
Me: 	(Shit, I think I took it too far...)
Narr:	Shortly after Naomi goes quiet...
Narr:	You enjoy a bit more chit-chat with the girls.
Me: 	Hmm...
Me: 	I wonder when Stacy and Belle will be done.
Narr:	Shortly after you speak, almost as if you summoned them...
Narr:	Violet gets visibly uncomfortable by your pushing...
Violet:	Uhh... Can...
Violet:	Can we just change the subject, please?
Naomi:	Dennis, how could she possibly wear anything elegant?
Naomi:	I mean, have you ever seen anyone lifting weights in a dress?
Violet:	*Gasp*
Me: 	Well...
Naomi:	Come on, have you?
Me: 	...n-no, I haven't.
Violet:	You're such a relentless witch!
Naomi:	And you're a--
Narr:	As Naomi was about to speak...
Narr:	Violet appears flattered.
Violet:	Well... Thank you, Dennis.
Me: 	No problem, I'm just being honest...
Violet:	(He's such a gentleman...)
Narr:	Shortly after your flirtatious response...
Narr:	...Eve and the first group come back outside, onto the deck.
Belle:	Miss me, Dennis?
Me: 	(Not particularly.)
Me: 	Hey, Belle.
Eve:	Well, that's it for our first group's pre-evaluations.
Eve:	Dennis, Emily. You know what to do. 
Eve:	Keep these young ladies company.
Eve:	Naomi and Violet, please follow me.
Narr:	Eve, followed by Naomi and Violet, go inside quickly.
Narr:	You and Emily are left on the deck with Belle and Stacy.
Stacy:	Hello, Dennis.
Me: 	Hi, Stacy. How was the pre-evaluation?
Stacy:	It was quite fine.
Stacy:	Although, I still don't get why there were so few questions about fire.
Belle:	*Giggle* And, very few questions about sex.
Me: 	(Huh, that is a bit weird.)
Me: 	(Why not ask the flame fanatic about fire?)
Me: 	(Or the nympho about sex?)
Narr:	You spend a few moments lost in thought.
Belle:	Hmm... It looks like Dennis might need to fill out that pre-evaluation, too.
Stacy:	*Giggle* I believe you may be right, Belle.
Me: 	Pssht. I was just thinking.
Belle:	You sure your brain isn't experiencing framerate drops?
Narr:	Emily steps in, displeased by the girls' flirtatious behavior.
Emily:	So! What do you gals want to talk about?
Emily:	Got any juicy gossip?
Belle:	Hey! I was talking.
Emily:	Oh, sorry! Uhh... So, do you?
Belle:	Well... Maybe I do.
Stacy:	As do I.
Me: 	(She better not...)
Stacy:	*Whisper* The flame tells me many things.
Me: 	(Phew. Okay, just the usual.)
Belle:	My lips are sealed...
Belle:	But, maaaaybe Dennis can unseal these lips.
Belle:	(I'd love it if he opened them with something special...)
Narr:	Emily, once again annoyed by Belle's flirtatiousness, asks you a question.
    Emily:	So! Whose gossip do you want to hear?
            Belle:	What do I wear? Well...
                    Belle:	Violet, huh? Well... I know she talks in her sleep.
                            Belle:	Yep. She holds full conversations with herself, sometimes.
                                    Belle:	Naomi said there was one about you...
                                            Belle:	Oh, got you interested?
                                                Me: 	You know what, never mind. I couldn't care less.
                        Me: 	That's not gossip... Know anything more interesting?
                            Belle:	Oh, that's not good enough? Fine. Who do you want gossip on, then?
                                    Belle:	*Laugh* No way, I'll tell you something better...
                                            Belle:	Way better. I know that you like to jerk your long dong, in the shower.
                                                Me: 	Pffft. Impossible. The bathroom is on the second floor.
                                                    Belle:	You're right. It's impossible... Or is it?
                                                        Me: 	You're the queen of the trolls. I KNOW you're bluffing.
                                        Me: 	You know what? I'd rather not know, actually...
